,title,director,stars,genre,release_date,company
4125,Ghetto Language,"{""Sunny Okwori""}","{""Ini Edo"",""Desmond Elliot"",""Kevin Ikeduba"",""Evans Okwourah"",""Susan Peters"",""Orlando Simon""}",{Drama},2006-08-01,"{""Bonag Industries Nigeria"",""Eftown Entertainment Production""}"
4126,Mask,"{""Kenny Lanre""}","{""Abiodun Adebanjo"",""Lateef Adedimeji"",""Motilola Adekunle"",""Prince Adeyemi Adekunle"",""Folajomi Adeleke"",""Bunkunmi Akintunde"",""Fisayo Amodemaja"",""Ibrahim Chatta"",""Saliu Gbolagade"",""Eyitayo Oladosu"",""Adetunji Opeyemi Olumide"",""Tunde Oluyemi"",""Adebimpe Oyebade"",""Olasegun Tomdollar""}",{Drama},2019-11-01,"{""Studio 21""}"
4127,Columbia Connection 2,"{""Obi Callys Obinali""}","{""Hanks Anuku"",""Lilian Bach"",""Osita Iheme"",""Larry Koldsweat"",""Robert Peters""}",{Drama},2004-09-01,"{""Hallmark Films Ltd.""}"
4128,Happy,"{""Chris Eneaji Eneng""}","{""Ijeoma Grace Agu"",""Grace-Charis Bassey"",""Ronnie Dikko"",""Imoikor Joseph"",""Daniel Lloyd""}",{Drama},2017-07-01,"{""Rok Studios""}"
4129,Message 2,"{""Reginald Ebere""}","{""Fabian Adibe"",""Chiege Alisigwe"",""Nonso Diobi"",""Emeka Enyiocha"",""Vanessa Nzediegwu""}",{Drama},2005-10-01,"{""Cobic Productions""}"
4130,The Wolves,"{""Andy Chukwu""}","{""Wilfred Ajayi"",""Kelly Akara"",""Emeka Amakeze"",""Stan K. Amandi"",""Walter Anga"",""Vincent Aroh"",""Ejike Asiegbu"",""Nonso Diobi"",""Link Edochie"",""Yul Edochie"",""Prince Eke"",""Desmond Elliot"",""Charles Inojie"",""Emmanuel James"",""Ony Micheal"",""Eke Ndubuisi"",""Tom Njamanze"",""Nnanna Nkwaonta""}",{Drama},2006-11-01,"{""Annex Merchandise Ltd."",""Nwafor Anayo Production""}"
4131,The Friend Zone,"{""Charles Uwagbai""}","{""Onyii Alex"",""Rekiya Attah"",""Funny Bone"",""Chelsea Eze"",""Daniel Lloyd"",""Ebube Nwagbo"",""Bamike Olawunmi"",""Collins Talker"",""Ben Lugo Touitou""}",{Comedy},2017-03-01,"{""Oakfil Productions""}"
4133,Boya lemo,"{""Oluwole Adedeji""}","{""Dele Akinbo"",""Lola Alao"",""Fausat Balogun"",""Lanre Hassan"",""Henrieta Kosoko"",""Ayo Mogaji"",""Olaide Olabanji"",""Ebun Oloyede""}",{Drama},2002-02-01,"{""B. Sunny Ventures""}"
4134,Save Salome,"{""Joseph Duke""}","{""Blissful Charles"",""Immanuel Duke"",""Meg Masha"",""Samuel Olasehinde"",""Susan Theck""}","{Short,Drama}",2021-01-01,"{""Elects Network Studios""}"
4135,A Better Place 2,"{""Tchidi Chikere""}","{""Rita Dominic"",""Desmond Elliot"",""Austin Faani Ikechukwu"",""Jim Iyke"",""Ashley Nwosu"",""Emma Odele""}",{Drama},2007-06-01,"{""O. Gabby Innovations""}"
4137,Best of the Game 3,"{""Ifeanyi Onyeabor""}","{""Clarion Chukwura-Abiola"",""Rita Dominic"",""Enebeli Elebuwa"",""Rich Oganiru""}",{Drama},2006-07-01,"{""Onward Vision & Sound""}"
4138,Ogidigba,"{""Paul Iheanyichukwu Igwe""}","{""Frances Ben"",""Stephen Damian"",""Ifeanyi Kalu"",""Osarehia Oronsaye"",""Chinonso Young""}","{Drama,Fantasy}",2021-10-01,"{""Africa Magic Original Films"",""Whitestone Cinema""}"
4139,Dance of Grace 4,"{""Michael Jaja""}","{""Walter Anga"",""Thankgod Chibueze"",""Tonto Charity Dikeh"",""Kingsley Ezewonme"",""Joyce Kalu"",""Dan Nkolagu"",""Queen Nwokoye"",""Ebele Okaro-Onyiuke"",""Isaac Otutu"",""Uzo Umeh""}",{Drama},2016-01-01,"{""Apex Global Link Productions""}"
4140,Rule number one,"{""Lyndsey F. Efejuku""}","{""Bucci Franklin"",""Priye George"",""Keira Hewatch"",""Anita Hughes"",""Chinonso Young""}",{Romance},2019-07-01,"{""Mogson Production""}"
4141,The Pendulum,"{""Aniedi Awah Noba""}","{""Mofe Duncan"",""Mary Lazarus"",""Aisha Mohammed"",""Anthony Monjaro"",""Bolanle Ninalowo"",""Inem Peter""}",{Drama},2021-07-01,"{""Jojo.P Media Concept""}"
4142,Stillborn,"{""Emmanuel Akaemeh""}","{""Hadiza Abubakar"",""Ujams Cbriel"",""Angela Eguavoen"",""Chelsea Eze"",""Frederick Leonard"",""Destiny Odugbo"",""Peace Ogwale"",""Richmond Osuji""}",{Drama},2020-01-01,"{""Angela Eguavoen Productions""}"
4143,XOXO,"{""Priye Diri""}","{""Biobele Francis"",""Ade Laoye"",""Joshua Lawrence"",""Seun Ogunsola"",""Akinware Samuel""}","{Short,Drama}",2017-11-01,"{""Accelerate TV""}"
4145,Cyanide,"{""Genesis Williams""}","{""Kemi Michaels"",""Tope Tedela""}","{Short,Thriller}",2013-01-01,"{""Ficson Films""}"
4147,A Prize to Pay,"{""Lancelot Oduwa Imasuen""}","{""Bimbo Akintola"",""Enebeli Elebuwa"",""Uche Jombo"",""Muna Obiekwe""}",{Drama},2006-12-01,"{""P. Collins Productions""}"
4149,Adayetan,"{""Lasun Ray-Eyiwumi""}","{""Peju Ogunmola"",""Ireti Osayemi"",""Yemi Solade""}",{Drama},2006-11-01,"{""Toymax Films Holding""}"
4151,All Shades of Wrong,"{""Biodun Stephen""}","{""David Uzoma Aboy"",""Bimbo Ademoye"",""Ore Badmus"",""Chris Biyibi"",""Austin Chinenye"",""Funmi Eko"",""Ebenezer Eno"",""Femi Jacobs"",""Bolaji Ogunmola"",""Tiwa Oladigbo"",""Timi Richards"",""Banjo Simisola""}",{Drama},2018-01-01,"{""Rok Studios"",""ShutterSpeed Projects""}"
4152,Gold in Fire,"{""Doris Iyke""}","{""Akas Baba"",""Stephanie Linus"",""Amaechi Muonagor"",""John Okafor"",""Victoria Ubani"",""Michael Uchegbu""}",{Comedy},2013-05-01,"{""Echeta Studios""}"
4153,Ozzy,"{""Omoruyi Wallz Efosa""}","{""Ebubuchukwu Ezeh"",""Kenechukwu Ezeh"",""Olu Kizzy Michael"",""Ifeoma Nebe"",""Godwin Nnadiekwe""}","{Short,Drama}",2021-12-01,"{""Cine-Klas Studios""}"
4154,The Wig,"{""Patrick Odjegba""}","{""Okereke Jessica Adaobi"",""Ojiri Adetoun"",""Omobola Akinde"",""Patience Akwubo"",""Alex Ayalogu"",""Ogbolo Benstowe"",""Raj Clapper"",""Chichi Eze"",""Taiwo Familoni"",""Susan Festus"",""Henrietta Ibekwe"",""Chisom Ilo"",""Erica Nlewedim"",""Roland Obutu"",""Henry Odile"",""Chris Okagbue"",""Kingsley Fresh Onyenma"",""Melvin Orji""}","{Drama,Fantasy,Romance}",2021-04-01,"{""Peekaboo Productions""}"
4155,Where Money Sleep,"{""Tchidi Chikere""}","{""Rita Dominic"",""Mercy Johnson Okojie"",""Artus Frank"",""Nuella Njubigbo"",""Tchidi Chikere"",""Prince Nwafor"",""Ferdinand Ohams"",""Emilia Dikeh"",""Mark Nwafor""}",{Drama},2011-03-01,"{""Black Speech Media Group"",""Great Star Production""}"
4157,Mutual Benefits,"{""Uche Alexmoore"",""Lancelot Oduwa Imasuen""}","{""Toosweet Annan"",""Ivy Antiev"",""Juliet Eche"",""Donald Edet"",""Nonso Emenike"",""Ekama Etim-Inyang"",""Waheed Abdullateef Folorunsho"",""Sly Ibe"",""Ngozi Micah"",""Amanda Neo"",""Uche Nwaefuna"",""Nonso Odoh"",""Maurice Sam"",""Ayomoh Theophilus"",""Godwin William""}","{Comedy,Romance}",2021-12-01,"{""Royal Arts Academy""}"
4158,Dear Husband,"{""Bayo Alawiye""}","{""Temitayo Abimbola"",""Rukayat Adetona"",""Ajibola Ajibise"",""Bayo Alawiye"",""Gbemi Oke"",""Doris Simeon"",""Funto Smith""}",{Romance},2019-12-01,"{""starling Pictures""}"
4159,Take Me Home,"{""Emeka Jonathan""}","{""Chiege Alisigwe"",""Desmond Elliot"",""Prince Jeff Ezeanyika"",""Joyce Kalu"",""Gab Liberty"",""Tonia Nwosu"",""Ndidi Obi"",""Mercy Johnson Okojie"",""Henry Opara"",""St. Mikevine I. Paul""}",{Drama},2007-01-01,"{""Akagod Investments""}"
4160,Marriage Apart 2,"{""Ikechukwu Onyeka""}","{""Ngozi Ezeonu"",""Muna Obiekwe"",""Emeka Okoro""}",{Drama},2008-10-01,"{""Okeson Electronic""}"
4162,Price of Deceit,"{""Amayo Uzo Philips""}","{""Queen Adesuwa"",""Val Agwulonu"",""Chioma Ajebo"",""Esther Audu"",""Okey Bakasi"",""K.C. Brown"",""Blossom Chukwujekwu"",""Klint da Drunk"",""Chioma Egbu"",""Arukwe Chino Eze"",""Chioka Ifemeludike"",""Uche Iwuji"",""Uzor Ngoladi"",""Enyinna Nwigwe"",""Stanley Obi"",""Shirley Oke Ofou"",""Kingsley Ogbonna"",""John Okafor""}",{Drama},2017-03-01,"{""Purple Ribbon Entertainment""}"
4164,Real Love 2,"{""Charles Novia""}","{""Remi Abiola"",""Chioma Chukwuka Akpotha"",""Stella Damasus"",""Olu Jacobs"",""Tunde Muyi"",""Ramsey Nouah"",""Henri Ese Sainyo"",""Tari West""}","{Drama,Romance}",2005-11-01,"{""Ulzee Nigeria Ltd.""}"
4165,Broken Vine,"{""Aniedi Awah Noba""}","{""Ajibola Charles"",""Faithful Egwu"",""Frederick Leonard"",""Felicia Maurice"",""Praise Nelson"",""Joy Obinna"",""Imabong Peters"",""Oby Titus"",""Chukwurah Tonia"",""Adaora Ukoh""}",{Drama},2021-10-01,"{""Bold Step Pictures""}"
4166,Ofeke,"{""Chico Ejiro""}","{""Olaseni Bokini"",""Victoria Inyama"",""Ashley Nwosu"",""Christy Okonkwo"",""Tony Onukwuli"",""Victor Osuagwu"",""Basorge Tariah Jr.""}",{Comedy},2003-05-01,"{""Grand Touch Pictures""}"
4167,Long John 2,"{""Sunday Nnajiude""}","{""Nkem Owoh"",""Sam Loco Efe"",""Rita Nzelu"",""Enebechi Alor"",""Roy De Nani"",""David Ihesie"",""Diewait Ikpechukwu"",""Genesis Uchendu""}",{Comedy},2002-07-01,"{""Emmalex Associates Ltd.""}"
4168,Knight of the Night,"{""Stanley Anaekwe"",""Henry Udeze""}","{""Steve Eboh"",""Pete Edochie"",""Bruno Iwuoha"",""Clem Ohameze"",""Evelyn Osugo""}",{Drama},2005-12-01,"{""Lion Base International""}"
4169,Diamond Ring 2,"{""Tade Ogidan""}","{""Bimbo Akintola"",""Liz Benson"",""Susan Cave"",""David Kennedy"",""Richard Mofe-Damijo"",""Zack Orji"",""Sola Sobowale""}","{Drama,Thriller}",1998-12-01,"{""O.J. Production"",""OGD Pictures Ltd.""}"
4170,Desperate Ladies,"{""Michael Jaja""}","{""Solomon Akiyesi"",""Chioma Chukwuka Akpotha"",""Fred Aresoma"",""Nonso Diobi"",""Steve Eboh"",""Mercy Johnson Okojie"",""Oge Okoye""}",{Drama},2007-07-01,"{""Sea-World Movies""}"
4171,5 Apostles 3,"{""Ifeanyi Onyeabor""}","{""Sharon Alagbe"",""Felix Anabs"",""Tunde Awosanya"",""Aisha S. Bawa"",""Joe Black"",""Peter Bunor"",""Martin David Dalyop"",""Sam Dede"",""Digidi Dunhill"",""Emmanuel Edesiri"",""Patience Egurube"",""Desmond Ekeh"",""Esther Eteojuyah"",""Edward Fom"",""Richard Fredrick"",""Mina I. Ibrahim"",""Augusta Isaac"",""Medlyn Ogazi""}",{Drama},2009-05-01,"{""Danga Movies International""}"
4172,Dangerous Silence,"{""Adetoyi Adeyinka""}","{""Olaide Almaroof"",""Otega Igho"",""Adelekan Jemima""}","{Short,Drama}",2022-04-01,"{""Lavi Company""}"
4174,Concession,"{""Saheed Apanpa""}","{""Lucy Ameh"",""Uzor Arukwe"",""Mark Johnson Edward"",""Stella Ekwueme"",""Adeniyi Johnson"",""Eddy Oboh"",""Maureen Okpoko"",""Blessing Onwukwe"",""Okawa Shaznay"",""Henry Ekiye Stanley""}",{Drama},2020-12-01,"{""C.O.T Global""}"
4175,Online,"{""Saidi Balogun""}","{""Adebowale Adedayo"",""Allwell Ademola"",""Ayo Adesanya Hassan"",""Tony Akposeri"",""Woli Arole"",""Abimbola Balogun"",""Jamal Balogun"",""Saidi Balogun"",""Zeenat Balogun"",""Shaffy Bello"",""Ayoola Benedict"",""Jibola Dabo"",""Sani Danja"",""Frank Donga"",""Jennifer Eliogu"",""Memory Eromosele"",""Wole Ojo"",""Deyemi Okanlawon""}",{Drama},2021-11-01,"{""Saidi Balogun Film Production"",""Wechue Media""}"
4176,Enslaved Feelings,"{""Tope Alake""}","{""Somadina Adinma"",""Favour Modupe Ben"",""Elly Bethel"",""Emma Emordi Daniels"",""Phildela Eve"",""T. Temple Ikeji"",""Frances Nsonwu Ikoroha"",""Victoria Lazarus"",""Ifeoma Obinwa"",""Hillary Osakwe"",""Maryjane Ugwuanyi"",""Chinenye Ulaegbu""}",{Drama},2022-11-01,"{""Rok Studios""}"
4178,Ladies Gang,"{""Afam Okereke""}","{""Mercy Johnson Okojie"",""Funke Akindele"",""Chigozie Atuanya"",""Paul Sambo"",""Femi Adebayo"",""Halimar Abubakar"",""Ruth Kadiri"",""Dorothy Njemanze"",""Nkechi Onyeali"",""Aimiuwu Clifford"",""Animashaun Olubukola"",Faith,""Chioma Ezenwa"",""June Christopher"",""Stephanie Okeke"",""Priscilla Adie"",""Anita Danlami"",""Akudo Dickson""}",{Drama},2011-08-01,"{""Allmark Movie""}"
4179,Power of Justice 2,"{""Adim Williams""}","{""Nonso Diobi"",""Omotola Jalade-Ekeinde"",""Bennidith Johnson"",""David McKenzie"",""Chinyere Nwabueze"",""Ashley Nwosu"",""Charles Nwuzor"",""Rose Ofuzim"",""Mercy Johnson Okojie"",""Ejiro Omonode"",""Hakeem Rahman"",""Fola Remy"",""Evelyn Robaina""}",{Drama},2007-09-01,"{""Rich-Rock Productions""}"
4180,Power as of Old 2,"{""Ugo Ugbor""}","{""Osita Iheme"",""Chinedu Ikedieze"",""Sylvester Madu"",""Clem Ohameze""}",{Drama},2007-08-01,"{""Rich-Rock Productions""}"
4181,Mr and Mrs Abakoba,"{""Kabat Esosa Egbon""}","{""Ehi Achanya"",""Roxy Antak"",""Emma Ayalogu"",""Eniola Badmus"",""Nazo Ekezie"",""Ayo Mogaji"",""Kenneth Okolie""}",{Comedy},2019-03-01,"{""Rok Studios""}"
4182,Lost in Thought,"{""Theodore Anyanji""}","{""Ini Edo"",""Artus Frank"",""Moyo Lawal"",""Remy Ohajianya"",""Prince Paris Ononiwu"",""Mary Remmy""}",{Drama},2013-06-01,"{""Rok Studios""}"
4183,Gwaska,"{""Adam A. Zango""}","{""Ibrahim Abubakar"",""Tumba Abubakar"",""Tukur Aliyu"",""Tijjani Asase"",""Mekku Boss"",""Murtala Buloko"",""Aminu Dagash"",""Falalu A. Dorayi"",""Auwal Ibrahim"",""Sadiya Kabala"",""Nura M.C. Khan"",""Sha'aibu Lilisco"",""Sadiq N. Mafia"",""Hauwa Maina"",""Mustapha Naburaska"",""Ado Oshere"",""Abdullahi Scorpion"",""Mustapha M. Shariff""}",{Drama},2015-09-01,"{""Prince Zango Productions""}"
4185,High Stake,"{""Andy Chukwu""}","{""Dakore Akande"",""Andy Chukwu"",""Ofia Afuluagu Mbaka"",""Chidi Mokeme"",""Nobert Young""}",{Drama},2006-06-01,"{""Annex Merchandise Ltd."",""Nwafor Anayo Production""}"
4186,Ghetto Bred,"{""Kingsley Iweru""}","{""Eniola Badmus"",""Ushbebe Comedian"",""Jide Kosoko"",Nedu,""Bolanle Ninalowo"",""Lisa Omorodion"",""Steve Onu"",""Ireti Osayemi"",""Peggy Ovire"",""Fish Oyebolu"",""Helen Paul"",""Broda Shaggi""}",{Drama},2018-06-01,"{""Enibad Productions""}"
4187,Face of a Liar,"{""Zik Zulu Okafor""}","{""Zulu Adigwe"",""Stella Damasus"",""Bibiana Ohia"",""Rita Dominic"",""Kunle Dada"",""Tope Oshin""}","{Drama,Romance}",1999-07-01,"{""O. J. Productions"",""Zulu Films""}"
4188,29 & Miserable,"{""Sunny Onwordi""}","{""Alexx Ekubo"",""Onyeka Emechebe"",""Bryan Emmanuel"",""Becky Imunmolen"",""Ani Iyoho"",""Jennifer John"",""Bayray McNwizu"",""Esther Muzane"",""Oluchi Nwabuzor"",""Gregory Ojefua""}","{Comedy,Romance}",2016-08-01,"{""Rowlandsky Media Studios"",""Van Motion Pictures""}"
4189,Olórí,"{""Alade Aromire""}","{""Idowu Philips"",""Remi Surutu""}",{Drama},2007-02-01,"{""Wastayo Films""}"
4190,Marital Bruise,"{""Willie Adah Ajenge""}","{""Ken Awoji"",""Jide Bolariwa"",""Sydney Diala"",""Lilian Emehelu"",""Favour Iduh"",""Miracle Iduh"",""Bayray McNwizu"",""Kate Obioma"",""Bolaji Ogunmola"",""Esther Okereke"",""Uzor Okoh"",""Vincent Opurum"",""Okey Uzoeshi""}",{Drama},2018-10-01,"{""Moments Creative Studios""}"
4191,Newly Married,"{""Chidi Chijioke""}","{""Onyii Alex"",""Oge Anieke"",""Ray Emodi"",""Amarachi Esther"",""Oge Eze"",""Amaka Ezeani"",""Ifunanya Igwe"",""Odinaka Mbadiugha"",""Dino Ndubueze"",""McCarthy Nonwani"",""Onyii Odimegwu"",""Kelvin Okechukwu"",""Vivian Ugegbe Ajaelo""}",{Drama},2022-04-01,"{""One and Two Film Production""}"
4192,My Coffee,"{""Okey-Zubelu Okoh""}","{""Monday Adumaka"",""Stella Amadi"",""Toosweet Annan"",""Williams Israel Chibuike"",""Samson Dantani"",""Olamide Daramola"",""Maicon Emeka"",""Nancy Igbojionu"",""Tera Jimmy"",""Gina Kings"",""Imobhio Moses"",""Chimezie Francis Obilezuru"",""Onyedika Ogbuagu"",""Ebele Okaro-Onyiuke"",""Okechukwu C. Okechukwu"",""Uju Okoli"",""Precious Olise"",""Juliet Patrick""}",{Drama},2021-08-01,"{""Bosslady Flix""}"
4193,Secret Pain 2,"{""Yul Edochie""}","{""Emeka Agbo"",""Paul Amaedo"",""Emeka Amakeze"",""Adanne Aronu"",""Ngozi Asoanya"",""Roy De Nani"",""Tonto Charity Dikeh"",""Link Edochie"",""Pete Edochie"",""Desmond Elliot"",""Chinweuba Ezeigwe"",""Jerry Freeborn"",""Joy Ihekuna"",""Candy Iwuji"",""Agu Joy"",""Precious Kalu"",""Larry Koldsweat"",""Dike Ngwube""}",{Drama},2007-05-01,"{""Adasalim Production"",""Ossy Affason Production""}"
4195,Tears of the Dead,"{""Iyke Odife""}","{""Chiwetalu Agu"",""Chioma Chukwuka Akpotha"",""Chinaza Ekezie"",""Ken Erics"",""Mike Godson"",""Abraham Nwodo""}","{Drama,Fantasy}",2014-08-01,"{""The OMA World Company""}"
4196,Envy,"{""Collins Aharanwa""}","{""Owen Agudiegwu"",""Chimezie Marcel Ani"",""Frances Ben"",""Owen David"",""Calister Novo"",""Stan Nze""}",{Drama},2021-02-01,"{""Rok Studios""}"
4197,Crime Planner,"{""Tchidi Chikere""}","{""Oby Edozieh"",""Chidi Mokeme"",""Saint Obi"",""Oge Okoye""}",{Drama},2006-11-01,"{""Ossy Affason Production""}"
4198,Total War,"{""Andy Nwakalor""}","{""Jemima Abache"",""Saratu Aboke"",""Akume Akume"",""Francis Duru"",""Patience Egurube"",""Pete Eneh"",""Hussein Gotan"",""Amina Ibrahim"",""Omotola Jalade-Ekeinde"",""Uche Jombo"",""Maureen Kamah"",""Leo Mezie"",""Alfred Mgbejume"",""Chukwuma Ogbonnaya"",""Moses Okpa"",""Augustina Omirin"",""Jane Omu"",""Gloria Rang""}",{Drama},2007-03-01,"{""De-Kross Movie Production""}"
4199,Happy Ending,"{""Emmanuel Anyaka""}","{""Lydia Achebe"",""Roxy Antak"",""Ray Emodi"",""Scarlet Gomez"",""Efe Henry"",""Ben-Shalom Joshua"",""Mary Lazarus""}",{Drama},2022-01-01,"{""Stanford Films Production""}"
4202,My Tomorrow,"{""Okey Ifeanyi""}","{""Tonto Charity Dikeh"",""Johannes Maier"",""Lisa Onu"",""Vincent Opurum""}",{Drama},2013-03-01,"{""Black Speech Media Group""}"
4205,Abike,"{""Pascal Amanfo""}","{""Vivica Anuforo"",""Ken Erics"",""Stanley Igboanugo"",""Yvonne Jegede"",""Ego Nworji"",""King David Onwe""}",{Drama},2020-04-01,"{""Rok Studios""}"
4206,Taking Chances,"{""Uche Agbo""}","{""Agnes Anthony"",""Sunday Baba"",""Ikodudu Darlington"",""Audrey Harrison"",""Ruth Kadiri"",""Ifeanyi Micheal"",""Uchenna Nnanna"",""Kenneth Nwadike"",""Ifunanya Ofokansi"",""Ebere Okafor"",""Mercy Osazuwa"",""Promise Osemwengie"",""Atewe Raphael"",""Florence Sunday"",""Alicia Tega"",""Trinity Ugonabo"",""Eddie Watson""}",{Drama},2021-11-01,"{""Rok Studios"",""Ruth Kadiri's Production""}"
4207,Sand in My Shoes,"{""Tchidi Chikere""}","{""Tchidi Chikere"",""Patrick Doyle"",""Mike Ezuruonye"",""Omotola Jalade-Ekeinde"",""Queen Nwokoye""}","{Drama,Romance}",2007-04-01,"{""Magic Movies Production""}"
4208,Amma,"{""Okey Ifeanyi""}","{""Bimbo Ademoye"",""Ray Emodi"",""Bridget Emovon"",""Lisa Kingsley"",""Marvelous Nwandu"",""Chiamaka Nwokeukwu"",""Ikechukwu Ogoh"",""Sarah Okharedia"",""Olubayo Solomon"",""Ben Lugo Touitou"",""Emem Ufot"",""Jennifer Vincent""}",{Drama},2021-09-01,"{""Bridget Emovon Productions""}"
4209,On Bended Knees,"{""E. O'Squires Ogbonnaya""}","{""Segun Arinze"",""Monalisa Chinda"",""Keppy Ekpenyong-Bassey"",""Larry Koldsweat"",""Cassandra Odita""}",{Drama},2007-01-01,"{""Global Update Pictures"",""Tony Iyke Sight & Sound""}"
4210,Brutal Decision,"{""Teco Benson""}","{""Omotola Adebayo"",""Tolu Divine"",""Uru Eke"",""Peggy Henshaw"",""Chris Okagbue"",""Eddie Watson""}",{Drama},2021-04-01,"{""Rok Studios""}"
4211,Lagos Boys 2,"{""Andy Chukwu""}","{""Julius Agwu"",""Osita Iheme"",""Chidi Ijuoma"",""Chinedu Ikedieze"",""Ekaete Inyang"",""Angela Brown Kalu"",""Ben Nwosu"",""Ken Odurukwe"",""Ronke Ojo"",""Ralph Onu""}","{Comedy,Drama}",2003-01-01,"{""Deraco Productions""}"
4212,The Lost Number,"{""Kester Nsirim""}","{""Sam Dede"",""Lisa Holsappel-Marrs"",""Sadiq Abu"",""Princess Edet"",""Pamala King"",""Reverand Thangi"",Dima,Akari,Akwangor,""Chris Arebanmhen"",""Teddy Da'favouredone Brambaifa"",""Police Chief"",Chukus,""Sylvernais Diri"",""Jan Holsappel"",Lampoco,""Kester Nsirim"",Odoni}",{Action},2012-08-01,"{""D.I.P Pictures Entertainment""}"
4213,Royal Madness,"{""Nonso Ekene Okonkwo""}","{""Uju Aroh"",""Nkiru Egwim"",""Miracle Eze"",""Jim Iyke"",""Jim Lawson"",""Majid Michel"",""Ebele Nwani"",""Rose Ofuzim"",""Mercy Johnson Okojie"",""Michael C. Umeh""}",{Drama},2009-09-01,"{""Softel & Sky Movies""}"
4214,First Class,"{""Ike Nnaebue""}","{""Jessicah Ngo Ada"",""Tamara Archibouy"",""Lepacious Bose"",""Mike Ezuruonye"",""Ruth Kadiri"",""Donald Ndubuisi"",""Maryjane Obi"",""Ifeoma Odukwe"",""Lisa Onu"",""Peggy Ovire"",""Genevieve Usulor""}",{Comedy},2016-03-01,"{""Ruth Kadiri's Production""}"
4216,Fence of Defence,"{""Best Okoduwa""}","{""Michelle Best"",""Tony Chiejina"",""Elvis Duke"",""Anthony Monjaro"",""Chukwu Jane Nmesoma"",""Stan Nze"",""Agnes Obi"",""Elijah Ogann"",""Uche Ogbodo""}",{Thriller},2022-09-01,"{""Rok Studios"",""Savvy Minaz Nigeria""}"
4217,Unforseen,"{""Emeka Madu""}","{""Sunday Abonyi"",""Aghogho Aghworo"",""Austine Bamidele"",""Ujams Cbriel"",""Chelsea Eze"",""Ikenna Ezeh"",""Nelson Iwu"",""O. Justice"",""Emily Kings"",""Ego Nworji"",""Jane Obi"",""Ebele Okaro-Onyiuke"",""Charity Onah"",""Spider Osuji"",""Uche Ezeonye Susan"",""Uzo Umeh""}",{Drama},2021-09-01,"{""Rok Studios"",""Summertime Pictures""}"
4218,Daddy Must Obey 2,"{""Sunday Nnajiude""}","{""Chiwetalu Agu"",""Don August"",""Ngozi Ezeonu"",""Osita Iheme"",""Chidi Ihesie"",""Sam Loco Efe""}","{Comedy,Drama}",2004-05-01,"{""Mauri Production""}"
4219,The Journalist 2,"{""Obi Callys Obinali""}","{""Charles Awurum"",""Caroline Danjuma"",""Kanayo O. Kanayo"",""John Okafor""}",{Drama},2006-01-01,"{""Ahbu Ventures""}"
4220,The Best Men,"{""Akin-Tijani Balogun""}","{""Ubonganwan Offiong Akpan"",""Amina Anyaegbuna"",""Christian Chibu"",""Daniel Etim Effiong"",""Debby Felix"",""Umoh Junior"",""Deyemi Okanlawon"",""Emmanuella Onochie"",""Okenwa Onwuchekwa"",""Michael Sam""}","{Comedy,Romance}",2021-12-01,"{""Closer Pictures""}"
4221,Earth Goddess,"{""Emeka Amakeze""}","{""Chinedu Joseph Akaa"",""Emeka Amakeze"",""Patience Bassey"",""Ugonwenu Chris"",""Uche Iheanyichukwu"",""Dike Favour Ijeoma"",""Munachi Itumo"",""Saintino Iyke"",""Xiolla John"",""Sharon Joseph"",""Raji Lawal"",""Peter Mofia Nosa"",""Ben Nwandu"",""Josephine Nwogu"",""Cubaking Obiakor"",""Amaka Offor"",""Philip Okolo"",""Mike Oscar Osemede""}",{Drama},2020-12-01,"{""Streamsong Projects""}"
4224,Haunting,"{""Enioluwa Adeoluwa""}","{""Faith Owoseni""}",{Short},2018-12-01,{Trinkedin}
4225,Pathetic,"{""Ike Nnaebue""}","{""Toyin Abraham"",""Funso Adeolu"",""Bimbo Akintola"",""Toyin Alausa"",""Dayo Amusa"",""Wole Ojo"",""Taiwo Okunola""}",{Drama},2016-10-01,"{""Amzadol Productions""}"
4226,What Lies Within,"{""Vanessa Nzediegwu""}","{""Michelle Dede"",""Ken Erics"",""Vanessa Nzediegwu"",""Odenike Odetola"",""Ebele Okaro-Onyiuke"",""Kiki Omeili"",""Steve Onu"",""Tope Tedela"",""Paul Utomi"",""Okey Uzoeshi""}","{Drama,Thriller}",2017-09-01,"{""A Cool Story Picture"",""Sozo Productions""}"
4227,Test of Kindness 2,"{""Okey-Zubelu Okoh""}","{""Chiwetalu Agu"",""Chiege Alisigwe"",""Charles Okafor"",""Cynthia Okereke"",""Bob-Manuel Udokwu""}",{Drama},2006-03-01,"{""Chez International""}"
4228,Àsírí owó,"{""Tope Adebayo"",""Lasun Ray-Eyiwumi""}","{""Ibunkun Abimbola"",""Kunle Adegbite"",""Ade Adenrele"",""Funso Adeolu"",""Taiwo Akinwande"",""Morenike Alausa"",""Fathia Balogun"",""Tunde Brainnard"",""Olaitan Ishola"",""Bisi Komolafe"",""Rasaq Olookoba"",""Yinka Quadri"",""Adebayo Salami"",""Adekola Tijani""}",{Drama},2009-12-01,"{""Pelu Corporate Pictures""}"
